model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
p__Acidobacteriota_200_2,PMB,0.8706484568216717,0.8500919625095218,0.9572146066567062,0.07255625196160215,0.07914976846170114,1.6754289441460928
p__Acidobacteriota_200_2,HIVB,0.8320837831340053,0.831197347864422,0.9257726669814573,0.084057003523411,0.0818045763360483,2.1044493555873847
p__Acidobacteriota_200_2,HIVW,0.6523853647988735,0.36541179422461184,0.8476793157047326,0.1253141020253356,0.14229125968041748,2.997084958790865
p__Acidobacteriota_200_2,JTTDCMUT,0.9127898554326785,0.8710638150137922,0.9664982946756387,0.05610922897830591,0.07571958636018161,1.4971378085652574
p__Acidobacteriota_200_2,FLU,0.7840469257497907,0.5255699775580561,0.9063804435131988,0.10383759971572717,0.1207256549235439,2.365072921884274
p__Acidobacteriota_200_2,MTMET,0.8386926551748484,0.2927749105548888,0.907490058454366,0.08104325700018988,0.17678212015429678,2.3363001705882662
p__Acidobacteriota_200_2,MTVER,0.8171979811597926,0.41741569849930166,0.8830826492820977,0.09598803245360253,0.16994686244907128,2.627214736196921
p__Acidobacteriota_200_2,MTINV,0.8673456876505387,0.21517927147907456,0.9223475675523433,0.06942168129610056,0.1936153897807166,2.187556347845212
p__Acidobacteriota_200_2,Q.PFAM,0.9601100661415389,0.9210969416327112,0.987312569937251,0.040436632277921755,0.060693768329211535,0.937942968485253
p__Acidobacteriota_200_2,Q.PFAM_GB,0.9659851034341506,0.9162346573377627,0.9890776974807651,0.03577680011483168,0.06035230997236146,0.8546186133315872
p__Acidobacteriota_200_2,Q.LG,0.9479154443844121,0.8878710917128215,0.9853034284425605,0.04408855460589443,0.06908125115398535,1.0063002748192165
p__Acidobacteriota_200_2,Q.BIRD,0.7938062394843223,0.8165834730091308,0.9466041731615912,0.09068907512455454,0.0821594160702229,1.7917351949422593
p__Acidobacteriota_200_2,Q.INSECT,0.9772975414484719,0.757532313767119,0.9827283493451271,0.02952444153980595,0.09131488099428263,1.1042866594251013
p__Acidobacteriota_200_2,Q.MAMMAL,0.8513326862690676,0.7963801355868511,0.9574749794340345,0.07454260105656627,0.08483784800429583,1.6072446741001154
p__Acidobacteriota_200_2,Q.PLANT,0.9360816692258885,0.8562752687616904,0.979038203181351,0.04930551082393446,0.07326047099220698,1.149608913951623
p__Acidobacteriota_200_2,Q.YEAST,0.958994404250291,0.6971432776526423,0.9785009878641351,0.03953933679334293,0.10204789668582102,1.174431695330164
p__Acidobacteriota_200_2,FLAVI,0.756914984762609,0.7953080753434778,0.8843719705941536,0.12177031417127081,0.08480921928658465,2.6338817769144667
p__Acidobacteriota_50_2,DAYHOFF,0.8978506500456579,0.7550087366694364,0.960772837014634,0.06105380477282374,0.0852872250574563,1.4837345266836195
p__Acidobacteriota_50_2,DCMUT,0.8982119398925104,0.7550087366694364,0.960906626890079,0.06084451977054292,0.0852872250574563,1.4811040848661918
p__Acidobacteriota_50_2,JTT,0.9402307517712183,0.9001556955393315,0.9784790801590216,0.046442930123808804,0.06278860628121158,1.1506632631676126
p__Acidobacteriota_50_2,MTREV,0.892316608619737,0.4757198751563327,0.9126012343353539,0.06321671011999112,0.15015808266290565,2.18759890519714
p__Acidobacteriota_50_2,WAG,0.9492693522316796,0.8693565261282153,0.9761535424293053,0.04559153885285164,0.06617325070586226,1.189573905805901
p__Acidobacteriota_50_2,RTREV,0.9240571078538227,0.7536232431970802,0.9731467173840429,0.05195978424023456,0.08547024622054157,1.2378548541610985
p__Acidobacteriota_50_2,CPREV,0.8584010894744203,0.8580984973230105,0.9475171031727732,0.07023351893307274,0.067183051352257,1.7098983627978799
p__Acidobacteriota_50_2,VT,0.9498117509805387,0.8938174325482604,0.9765959529608106,0.05288614450233808,0.06194453523584751,1.2299322934538977
p__Acidobacteriota_50_2,BLOSUM62,0.8922963894827365,0.8869311304409249,0.9623107762400765,0.06608944561428569,0.06438561787386994,1.4824467997733775
p__Acidobacteriota_50_2,MTMAM,0.8139261964770415,0.45741533200600226,0.8336569387245403,0.11144070552777804,0.1525336421547719,3.1572179520257984
p__Acidobacteriota_50_2,LG,0.9717795922026394,0.9298979600847153,0.9860304208111126,0.033021728127371246,0.053293856148504584,0.9132466357671573
p__Acidobacteriota_50_2,MTART,0.8486536034755253,0.4076492218721569,0.8438542765794508,0.08497252759110097,0.15345267681927222,2.952736829876468
p__Acidobacteriota_50_2,MTZOA,0.8812159345792949,0.5187247633321777,0.8808872289439904,0.07114866988454079,0.13974109974569152,2.577997357762835
p__Acidobacteriota_50_2,PMB,0.8845643479973787,0.8850423941689924,0.9597644067784725,0.06879953451071107,0.0656236423128197,1.528279238350031
p__Acidobacteriota_50_2,HIVB,0.8393962546911318,0.8587187743205174,0.9314825241917382,0.0820364971226348,0.06987249685939635,1.9659732900703029
p__Acidobacteriota_50_2,HIVW,0.6739281936506853,0.4146542612815881,0.8666885721974866,0.1211054705843446,0.1303827634284532,2.7378617429250047
p__Acidobacteriota_50_2,JTTDCMUT,0.9424187603019283,0.8977023574230755,0.9783606096899233,0.045592004624647235,0.06329827217939682,1.15081247411691
p__Acidobacteriota_50_2,FLU,0.7980579020830221,0.5639804445625519,0.9099335819671347,0.10064465755897292,0.10940444606147687,2.264665164831384
p__Acidobacteriota_50_2,MTMET,0.8597184314352402,0.3298107906186372,0.8917633759032703,0.07542082157871137,0.16735509339257443,2.426612801936343
p__Acidobacteriota_50_2,MTVER,0.8230768749409844,0.43983991738277434,0.8698273602623222,0.094587158932225,0.16323967825964206,2.70077848895901
p__Acidobacteriota_50_2,MTINV,0.8990500027599332,0.2555835535769388,0.9058394192195607,0.06013658511412784,0.18384973043726657,2.2696934277439955
p__Acidobacteriota_50_2,Q.PFAM,0.9601741343191328,0.9348812866578422,0.981248647324164,0.03951491629762303,0.05017981612162405,1.0338215825499724
p__Acidobacteriota_50_2,Q.PFAM_GB,0.9724144535325413,0.9307037056015106,0.9811142743806867,0.031865064514675336,0.05000925111416887,1.0344641207701388
p__Acidobacteriota_50_2,Q.LG,0.9668087701973516,0.9143920998582371,0.9851964875851131,0.035292095153343035,0.05631973266094221,0.9256058944985653
p__Acidobacteriota_50_2,Q.BIRD,0.8043976281274497,0.8219777546205723,0.9425520868893232,0.08796977432552663,0.07451172312461979,1.8027857096803666
p__Acidobacteriota_50_2,Q.INSECT,0.9772131815658696,0.7654112071835703,0.9777335984482304,0.02900582533381977,0.08427123670031192,1.135089127953162
p__Acidobacteriota_50_2,Q.MAMMAL,0.8519416644731947,0.7961039196175755,0.9503843734006656,0.07394080933051012,0.07868857722693935,1.6683863615676795
p__Acidobacteriota_50_2,Q.PLANT,0.9447411451758081,0.8731665866480793,0.9738994240475999,0.04564392711803439,0.06368970450551642,1.2142734254570506
p__Acidobacteriota_50_2,Q.YEAST,0.9629950546319147,0.7099004990162628,0.9738472371634815,0.03705629732445114,0.09478056041193259,1.215370536972926
p__Acidobacteriota_50_2,FLAVI,0.7705968751627447,0.827967462293286,0.8871874502877566,0.11895814025686,0.07291530591035054,2.5459420961481793
p__Acidobacteriota_150_2,DAYHOFF,0.8734648780971952,0.7418810875144553,0.9503364707815195,0.0681356475699485,0.09135604601218902,1.697705362636548
p__Acidobacteriota_150_2,DCMUT,0.8740019022902638,0.7418810875144553,0.9505268960388996,0.06788040974379464,0.09135604601218902,1.6945615535387943
p__Acidobacteriota_150_2,JTT,0.924100726483852,0.8866957110874301,0.9727026530766402,0.0522058408073059,0.07014815250608529,1.327260291012961
p__Acidobacteriota_150_2,MTREV,0.8858097675275378,0.4598732396872861,0.9256414921628878,0.06525430194927671,0.15475246658131175,2.0665561780754396
p__Acidobacteriota_150_2,WAG,0.9385845101035089,0.8566163553150452,0.9706006450601335,0.049464096734424375,0.07294212010067229,1.3546724230626803
p__Acidobacteriota_150_2,RTREV,0.9246734973935242,0.7340791976364661,0.9761638412399177,0.05206502147144325,0.09252370243888859,1.1839401800578797
p__Acidobacteriota_150_2,CPREV,0.8318640893399845,0.8307844189122413,0.9381741457994596,0.07669356278428142,0.07637256649478268,1.8885128934602358
p__Acidobacteriota_150_2,VT,0.9392027483309117,0.8824061839991195,0.9733459237478009,0.056018134828870074,0.06877055634496597,1.3556553778239664
p__Acidobacteriota_150_2,BLOSUM62,0.8874628473380343,0.8627848811515839,0.9628915447029772,0.0675510489363295,0.07342208055483038,1.523805783550401
p__Acidobacteriota_150_2,MTMAM,0.821329865541758,0.4408169114689531,0.8499518806906611,0.10960126748618348,0.15727817239846095,3.023005418823177
p__Acidobacteriota_150_2,LG,0.9680080067422717,0.9209423002521822,0.9878896913270552,0.03520305010223615,0.06005777158684378,0.9037528260790488
p__Acidobacteriota_150_2,MTART,0.8438367428899638,0.38275947995347764,0.8658465739504443,0.08620292589047536,0.15956218477132983,2.7720163338607744
p__Acidobacteriota_150_2,MTZOA,0.866382675897562,0.49629718727731403,0.896998092310454,0.07533402475005563,0.14536552636411185,2.430620966977322
p__Acidobacteriota_150_2,PMB,0.8790233274566718,0.8668387717039909,0.9605902333658026,0.07033714736001749,0.07361535813524853,1.5658219883175963
p__Acidobacteriota_150_2,HIVB,0.8376577751437366,0.8398042719980175,0.9299632535533973,0.08255317811100436,0.07769629043051124,2.014636797020738
p__Acidobacteriota_150_2,HIVW,0.6649321418975457,0.3824065244982551,0.8575395858050291,0.12286844993898394,0.13801897303284066,2.8639081559929114
p__Acidobacteriota_150_2,JTTDCMUT,0.9262849165299001,0.8837700159337604,0.9721090649654726,0.05146520125041935,0.07071270495587763,1.3364993384637078
p__Acidobacteriota_150_2,FLU,0.795370682205351,0.5435603568978963,0.911898118223621,0.10126942591217526,0.11613649433463452,2.265808941540549
p__Acidobacteriota_150_2,MTMET,0.847124127599115,0.30867366690684,0.9037472169131128,0.07877208008283611,0.17298115537148814,2.335135201530197
p__Acidobacteriota_150_2,MTVER,0.8210735198701018,0.4289455439692925,0.8806252553915909,0.09505941160887954,0.16695521775623676,2.6193086965306396
p__Acidobacteriota_150_2,MTINV,0.8791104792683258,0.23205669167224394,0.918173436445767,0.06599283002491557,0.1897281054509062,2.182108974065115
p__Acidobacteriota_150_2,Q.PFAM,0.9631818236285089,0.92880288382666,0.9870848771634132,0.038642588562298706,0.056194271665357495,0.9001152809592857
p__Acidobacteriota_150_2,Q.PFAM_GB,0.9705699997197546,0.9244387014412091,0.9880465579041738,0.03309608324840408,0.05581019296687658,0.8520119018532492
p__Acidobacteriota_150_2,Q.LG,0.9570289123861954,0.9002391311912613,0.9872200155659511,0.039988231314685665,0.06390831175207182,0.9028558910826141
p__Acidobacteriota_150_2,Q.BIRD,0.8019567720926853,0.8216479625484776,0.9479158736199683,0.08866758763651253,0.07879139980353186,1.7410704662670164
p__Acidobacteriota_150_2,Q.INSECT,0.9804314484297644,0.7636511267048874,0.9829720747024042,0.027228836338170078,0.08813067135225965,1.047237367371884
p__Acidobacteriota_150_2,Q.MAMMAL,0.8560527316698254,0.800126912196935,0.9578087135065853,0.07308974973592068,0.08186639681823062,1.5678570122883067
p__Acidobacteriota_150_2,Q.PLANT,0.9426109360923817,0.8664239925504564,0.9785400906384188,0.04659341306297528,0.06887916220454485,1.1283229996644635
p__Acidobacteriota_150_2,Q.YEAST,0.9625665256376864,0.70498015304196,0.9781778905692662,0.037543815246184255,0.09881570285131812,1.1438530679788799
p__Acidobacteriota_150_2,FLAVI,0.7655203663697524,0.8095082480984639,0.8876829880618603,0.1199944203591547,0.0800360105702427,2.5668696815228884
p__Acidobacteriota_100_2,DAYHOFF,0.8808044458579619,0.7468806637535614,0.9534819110023903,0.06592625758763325,0.08995889380200937,1.6341674789377274
p__Acidobacteriota_100_2,DCMUT,0.8812883665790804,0.7468806637535614,0.9536621022113415,0.06568041328096169,0.08995889380200937,1.6310488774735141
p__Acidobacteriota_100_2,JTT,0.9292063623646619,0.8912806205305915,0.9751657836182842,0.050206674874658165,0.06856949722418125,1.259124325570485
p__Acidobacteriota_100_2,MTREV,0.8859047241895679,0.4711608901139772,0.921277231293729,0.06505123833094281,0.1527817930644879,2.1087056120782477
p__Acidobacteriota_100_2,WAG,0.9412970224277271,0.8603319692752286,0.972741742066186,0.048137476914862365,0.07156940248696297,1.2952431936737918
p__Acidobacteriota_100_2,RTREV,0.9235154452311293,0.7420288559010604,0.9755114670340028,0.05209354709271125,0.09070213058137058,1.193212688722813
p__Acidobacteriota_100_2,CPREV,0.8388779885068325,0.8401327968903058,0.9415683486076946,0.074794622091761,0.07399302867162555,1.8259524970581174
p__Acidobacteriota_100_2,VT,0.9426432004382452,0.886122686495616,0.9752384511790451,0.05457516099658231,0.0673385579565566,1.2987258358984282
p__Acidobacteriota_100_2,BLOSUM62,0.8865818027969654,0.8704108424867814,0.9628956379542863,0.06714255516303036,0.07136385844389302,1.5067170194532709
p__Acidobacteriota_100_2,MTMAM,0.8157268382533963,0.45224264111182105,0.8444940233840873,0.11104011497009983,0.15530307882331246,3.0693306953292305
p__Acidobacteriota_100_2,LG,0.969199988357626,0.9239531586633383,0.9880263201752274,0.03426725421301834,0.05864516656432566,0.8832960787880692
p__Acidobacteriota_100_2,MTART,0.8433960028963237,0.39633955071266513,0.85909903666299,0.08631042500335266,0.1573469470120091,2.8287930389799336
p__Acidobacteriota_100_2,MTZOA,0.8697565493538756,0.5097830891925492,0.8922010382531994,0.07435614307506788,0.14304022122142884,2.47501849461922
p__Acidobacteriota_100_2,PMB,0.8791693510528062,0.8732541058907005,0.9609366011401513,0.06971360264667861,0.07177941878338735,1.54291774142758
p__Acidobacteriota_100_2,HIVB,0.838678248498418,0.8441319652836037,0.9315707457272159,0.0822034304810022,0.07626401111582287,1.9824651045541064
p__Acidobacteriota_100_2,HIVW,0.6647767627900205,0.38706297308155846,0.8600361922629142,0.12270735563923398,0.13686365738953493,2.827769242199255
p__Acidobacteriota_100_2,JTTDCMUT,0.9312716540288145,0.8884459297453446,0.9747201787507678,0.049480775027008,0.0691268777375125,1.2658118960328424
p__Acidobacteriota_100_2,FLU,0.7932484740307275,0.5456276614752208,0.9110010266681484,0.10171871884158931,0.11520804642766319,2.2684800271602277
p__Acidobacteriota_100_2,MTMET,0.8501790577082876,0.3207238633361493,0.9003740038037675,0.07788006643500014,0.1710092351499004,2.3597085351717073
p__Acidobacteriota_100_2,MTVER,0.8200907082515816,0.4385234604995564,0.8770859549144461,0.0952986920261692,0.16525970308863638,2.646654947659069
p__Acidobacteriota_100_2,MTINV,0.8852703998438493,0.2440489857695896,0.9149632989075268,0.06406248388447378,0.18779714761160965,2.202166241324752
p__Acidobacteriota_100_2,Q.PFAM,0.9624866582330045,0.9301890678292652,0.9861651235266181,0.038508946202829644,0.055142371013586274,0.915922654889445
p__Acidobacteriota_100_2,Q.PFAM_GB,0.9713795763786444,0.9276740970524344,0.9866644713944293,0.03239480063821985,0.05430614223087477,0.8875632053705154
p__Acidobacteriota_100_2,Q.LG,0.9599434420952091,0.9055551260517565,0.9871462745884001,0.03840224999769337,0.06206774284602269,0.8914269619836179
p__Acidobacteriota_100_2,Q.BIRD,0.8030788095004179,0.8224747501054581,0.9474637887437386,0.08824309776143863,0.07798114534937275,1.7400986342459088
p__Acidobacteriota_100_2,Q.INSECT,0.9798904744543809,0.7633298197997452,0.9823353795119444,0.027311152478458126,0.08761601603588239,1.0488117899296245
p__Acidobacteriota_100_2,Q.MAMMAL,0.8547357740498713,0.7998952699770951,0.9567249752169352,0.07321632731307824,0.08128998080329458,1.5776091198303916
p__Acidobacteriota_100_2,Q.PLANT,0.94525730952873,0.868535316269257,0.9784738853916808,0.04542166020754495,0.06782997459088423,1.1205980947027807
p__Acidobacteriota_100_2,Q.YEAST,0.9631245413813467,0.7049863413726781,0.9777441783539068,0.0369596917242946,0.09829456536858994,1.1435209494488707
p__Acidobacteriota_100_2,FLAVI,0.7662403083555593,0.8169462232764889,0.8883904620211784,0.11988527974664549,0.07807661626248925,2.54992172108539
