Gene Species Taxon Signature
0 GB_GCA_022841985.1 GB_GCA_022841985.1 0.001411340690456203
0 GB_GCA_943914435.1 GB_GCA_943914435.1 0.001411340690456203
0 GB_GCA_021812955.1 GB_GCA_021812955.1 0.001411340690456203
0 GB_GCA_030651285.1 GB_GCA_030651285.1 0.0011506293039828426
0 GB_GCA_902574225.1 GB_GCA_902574225.1 0.0010105630682429052
0 GB_GCA_902619165.1 GB_GCA_902619165.1 0.0010105630682429052
0 GB_GCA_902611475.1 GB_GCA_902611475.1 0.0010105630682429052
0 GB_GCA_002723375.1 GB_GCA_002723375.1 0.0010105630682429052
0 GB_GCA_022844065.1 GB_GCA_022844065.1 0.0011506293039828426
0 GB_GCA_943355045.1 GB_GCA_943355045.1 0.0011506293039828426
0 GB_GCA_937879955.1 GB_GCA_937879955.1 0.0011506293039828426
0 GB_GCA_026396715.1 GB_GCA_026396715.1 0.0011506293039828426
0 GB_GCA_030837225.1 GB_GCA_030837225.1 0.0011506293039828426
0 GB_GCA_028286825.1 GB_GCA_028286825.1 0.0009153958551619917
0 GB_GCA_002773355.1 GB_GCA_002773355.1 0.0007309985914430439
0 GB_GCA_016182285.1 GB_GCA_016182285.1 0.0007309985914430439
0 GB_GCA_018826405.1 GB_GCA_018826405.1 0.0007309985914430439
0 GB_GCA_022842945.1 GB_GCA_022842945.1 0.0007309985914430439
0 GB_GCA_023267775.1 GB_GCA_023267775.1 0.0007309985914430439
0 GB_GCA_018826905.1 GB_GCA_018826905.1 0.0006821208885845937
0 GB_GCA_021824605.1 GB_GCA_021824605.1 0.0006821208885845937
0 GB_GCA_002441425.1 GB_GCA_002441425.1 0.0006821208885845937
0 GB_GCA_021794425.1 GB_GCA_021794425.1 0.0006821208885845937
0 GB_GCA_016182485.1 GB_GCA_016182485.1 0.0006821208885845937
0 GB_GCA_027459545.1 GB_GCA_027459545.1 0.0006379340592166983
0 GB_GCA_028286545.1 GB_GCA_028286545.1 0.0006379340592166983
0 GB_GCA_902537215.1 GB_GCA_902537215.1 0.0010105630682429052
0 GB_GCA_902596605.1 GB_GCA_902596605.1 0.0010105630682429052
0 GB_GCA_902524655.1 GB_GCA_902524655.1 0.0010105630682429052
0 GB_GCA_938008595.1 GB_GCA_938008595.1 0.0006379340592166983
0 GB_GCA_024653825.1 GB_GCA_024653825.1 0.0006379340592166983
0 GB_GCA_902576905.1 GB_GCA_902576905.1 0.0010105630682429052
0 GB_GCA_014239735.1 GB_GCA_014239735.1 0.0010105630682429052
0 GB_GCA_902560505.1 GB_GCA_902560505.1 0.0010105630682429052
0 GB_GCA_002703515.1 GB_GCA_002703515.1 0.0010105630682429052
0 GB_GCA_902556405.1 GB_GCA_902556405.1 0.0010105630682429052
0 GB_GCA_009392285.1 GB_GCA_009392285.1 0.0010105630682429052
0 GB_GCA_002721675.1 GB_GCA_002721675.1 0.0010105630682429052
0 GB_GCA_902580265.1 GB_GCA_902580265.1 0.0010105630682429052
0 GB_GCA_902581005.1 GB_GCA_902581005.1 0.0010105630682429052
0 RS_GCF_004296535.1 RS_GCF_004296535.1 0.0010105630682429052
0 GB_GCA_902530595.1 GB_GCA_902530595.1 0.0010105630682429052
0 GB_GCA_902537235.1 GB_GCA_902537235.1 0.0010105630682429052
0 GB_GCA_029851265.1 GB_GCA_029851265.1 0.0010105630682429052
0 GB_GCA_902584635.1 GB_GCA_902584635.1 0.0010105630682429052
0 GB_GCA_902540655.1 GB_GCA_902540655.1 0.0010105630682429052
0 GB_GCA_902596985.1 GB_GCA_902596985.1 0.0010105630682429052
0 GB_GCA_902537415.1 GB_GCA_902537415.1 0.0010105630682429052
0 GB_GCA_002239085.1 GB_GCA_002239085.1 0.0010105630682429052
0 RS_GCF_003265155.1 RS_GCF_003265155.1 0.0010105630682429052
0 RS_GCF_000277795.1 RS_GCF_000277795.1 0.0010105630682429052
0 GB_GCA_003331935.1 GB_GCA_003331935.1 0.0010105630682429052
0 GB_GCA_022823605.1 GB_GCA_022823605.1 0.0010105630682429052
0 GB_GCA_011523445.1 GB_GCA_011523445.1 0.0010105630682429052
0 GB_GCA_902524845.1 GB_GCA_902524845.1 0.0010105630682429052
0 GB_GCA_902531755.1 GB_GCA_902531755.1 0.0010105630682429052
0 GB_GCA_004843345.1 GB_GCA_004843345.1 0.0010105630682429052
0 GB_GCA_026710155.1 GB_GCA_026710155.1 0.0010105630682429052
0 GB_GCA_009842205.1 GB_GCA_009842205.1 0.0010105630682429052
0 GB_GCA_004843165.1 GB_GCA_004843165.1 0.0010105630682429052
0 GB_GCA_958296035.1 GB_GCA_958296035.1 0.0010105630682429052
0 GB_GCA_002438635.1 GB_GCA_002438635.1 0.0010105630682429052
0 GB_GCA_026709725.1 GB_GCA_026709725.1 0.0010105630682429052
0 GB_GCA_022822495.1 GB_GCA_022822495.1 0.0010105630682429052
0 GB_GCA_026713305.1 GB_GCA_026713305.1 0.0010105630682429052
0 GB_GCA_934680015.1 GB_GCA_934680015.1 0.0010105630682429052
0 GB_GCA_002700125.1 GB_GCA_002700125.1 0.0010105630682429052
0 GB_GCA_015134415.1 GB_GCA_015134415.1 0.0006821208885845937
0 RS_GCF_000508245.1 RS_GCF_000508245.1 0.0010105630682429052
0 GB_GCA_015134695.1 GB_GCA_015134695.1 0.0010105630682429052
0 GB_GCA_900546445.1 GB_GCA_900546445.1 0.0010105630682429052
0 GB_GCA_945983015.1 GB_GCA_945983015.1 0.0010105630682429052
0 GB_GCA_018711725.1 GB_GCA_018711725.1 0.0006821208885845937
0 GB_GCA_902586885.1 GB_GCA_902586885.1 0.0006821208885845937
0 GB_GCA_012800665.1 GB_GCA_012800665.1 0.0006821208885845937
0 GB_GCA_944323775.1 GB_GCA_944323775.1 0.0006821208885845937
0 GB_GCA_937898205.1 GB_GCA_937898205.1 0.0006379340592166983
0 GB_GCA_946055165.1 GB_GCA_946055165.1 0.0006821208885845937
0 GB_GCA_018713015.1 GB_GCA_018713015.1 0.0006821208885845937
0 GB_GCA_902491795.1 GB_GCA_902491795.1 0.0006821208885845937
0 GB_GCA_944325495.1 GB_GCA_944325495.1 0.0006821208885845937
0 GB_GCA_945874355.1 GB_GCA_945874355.1 0.0006821208885845937
0 GB_GCA_902541695.1 GB_GCA_902541695.1 0.0006821208885845937
0 GB_GCA_902567635.1 GB_GCA_902567635.1 0.0006821208885845937
0 GB_GCA_018715685.1 GB_GCA_018715685.1 0.0006821208885845937
0 GB_GCA_017538685.1 GB_GCA_017538685.1 0.00033589139686931963
0 GB_GCA_017412645.1 GB_GCA_017412645.1 0.00033589139686931963
0 GB_GCA_021811365.1 GB_GCA_021811365.1 0.0006379340592166983
0 GB_GCA_021833245.1 GB_GCA_021833245.1 0.0006379340592166983
0 GB_GCA_903994795.1 GB_GCA_903994795.1 0.0006379340592166983
0 GB_GCA_903825105.1 GB_GCA_903825105.1 0.0006379340592166983
0 GB_GCA_021825025.1 GB_GCA_021825025.1 0.0006379340592166983
0 GB_GCA_001781715.1 GB_GCA_001781715.1 0.0006379340592166983
0 GB_GCA_027310925.1 GB_GCA_027310925.1 0.0006379340592166983
0 GB_GCA_002429325.1 GB_GCA_002429325.1 0.0006379340592166983
0 GB_GCA_943353835.1 GB_GCA_943353835.1 0.0006379340592166983
0 GB_GCA_021781865.1 GB_GCA_021781865.1 0.0006379340592166983
0 GB_GCA_018971045.1 GB_GCA_018971045.1 0.0006379340592166983
0 GB_GCA_021782715.1 GB_GCA_021782715.1 0.0006379340592166983
0 GB_GCA_028286505.1 GB_GCA_028286505.1 0.0006379340592166983
0 GB_GCA_021802705.1 GB_GCA_021802705.1 0.0006379340592166983
0 GB_GCA_028286525.1 GB_GCA_028286525.1 0.0006379340592166983
0 GB_GCA_001783465.1 GB_GCA_001783465.1 0.0006379340592166983
0 GB_GCA_017991635.1 GB_GCA_017991635.1 0.0006379340592166983
0 GB_GCA_021784815.1 GB_GCA_021784815.1 0.0006379340592166983
0 GB_GCA_029288835.1 GB_GCA_029288835.1 0.0006379340592166983
0 GB_GCA_021813965.1 GB_GCA_021813965.1 0.0006379340592166983
0 GB_GCA_028687085.1 GB_GCA_028687085.1 0.0006379340592166983
0 GB_GCA_902625475.1 GB_GCA_902625475.1 0.00033589139686931963
0 GB_GCA_003230945.1 GB_GCA_003230945.1 0.0006379340592166983
0 GB_GCA_018968865.1 GB_GCA_018968865.1 0.0006379340592166983
0 GB_GCA_001189195.1 GB_GCA_001189195.1 0.0006379340592166983
0 GB_GCA_001189215.1 GB_GCA_001189215.1 0.0006379340592166983
0 GB_GCA_028866135.1 GB_GCA_028866135.1 0.0006379340592166983
0 GB_GCA_937975855.1 GB_GCA_937975855.1 0.0006379340592166983
0 GB_GCA_001189075.1 GB_GCA_001189075.1 0.0006379340592166983
0 GB_GCA_027311385.1 GB_GCA_027311385.1 0.0006379340592166983
0 GB_GCA_001781095.1 GB_GCA_001781095.1 0.0006379340592166983
0 GB_GCA_016217905.1 GB_GCA_016217905.1 0.0006379340592166983
0 GB_GCA_023264495.1 GB_GCA_023264495.1 0.0006379340592166983
0 GB_GCA_002793115.1 GB_GCA_002793115.1 0.0006379340592166983
0 GB_GCA_001004905.1 GB_GCA_001004905.1 0.0006379340592166983
0 GB_GCA_026396675.1 GB_GCA_026396675.1 0.0006379340592166983
0 GB_GCA_021817705.1 GB_GCA_021817705.1 0.0006379340592166983
0 GB_GCA_002371235.1 GB_GCA_002371235.1 0.0005928856852013857
0 GB_GCA_021731495.1 GB_GCA_021731495.1 0.0005928856852013857
0 GB_GCA_028286605.1 GB_GCA_028286605.1 0.0005928856852013857
0 GB_GCA_021802795.1 GB_GCA_021802795.1 0.0005928856852013857
0 GB_GCA_021780575.1 GB_GCA_021780575.1 0.0005928856852013857
0 GB_GCA_017515125.1 GB_GCA_017515125.1 0.0005928856852013857
0 GB_GCA_013815345.1 GB_GCA_013815345.1 0.0005928856852013857
0 GB_GCA_017510425.1 GB_GCA_017510425.1 0.0005928856852013857
0 GB_GCA_024654305.1 GB_GCA_024654305.1 0.0005928856852013857
0 GB_GCA_017512085.1 GB_GCA_017512085.1 0.0005928856852013857
0 GB_GCA_015134435.1 GB_GCA_015134435.1 0.00033589139686931963
0 GB_GCA_004555145.1 GB_GCA_004555145.1 0.00033589139686931963
0 GB_GCA_021817685.1 GB_GCA_021817685.1 0.0005928856852013857
0 GB_GCA_028695415.1 GB_GCA_028695415.1 0.0005928856852013857
0 GB_GCA_017510985.1 GB_GCA_017510985.1 0.0005928856852013857
0 GB_GCA_023267755.1 GB_GCA_023267755.1 0.0005928856852013857
0 GB_GCA_020428815.1 GB_GCA_020428815.1 0.0005928856852013857
0 GB_GCA_030536095.1 GB_GCA_030536095.1 0.0005928856852013857
0 GB_GCA_017511205.1 GB_GCA_017511205.1 0.0005928856852013857
0 GB_GCA_947166405.1 GB_GCA_947166405.1 0.0005928856852013857
0 GB_GCA_017515205.1 GB_GCA_017515205.1 0.0005928856852013857
0 GB_GCA_018970465.1 GB_GCA_018970465.1 0.000567994451153358
0 GB_GCA_002378195.1 GB_GCA_002378195.1 0.000567994451153358
0 GB_GCA_007117575.1 GB_GCA_007117575.1 0.000567994451153358
0 GB_GCA_947302765.1 GB_GCA_947302765.1 0.000567994451153358
0 GB_GCA_017511965.1 GB_GCA_017511965.1 0.000567994451153358
0 GB_GCA_017515105.1 GB_GCA_017515105.1 0.000567994451153358
0 GB_GCA_017652715.1 GB_GCA_017652715.1 0.000567994451153358
0 GB_GCA_021129655.1 GB_GCA_021129655.1 0.000567994451153358
0 GB_GCA_003229135.1 GB_GCA_003229135.1 0.000567994451153358
0 GB_GCA_017514765.1 GB_GCA_017514765.1 0.000567994451153358
0 GB_GCA_002299465.1 GB_GCA_002299465.1 0.000567994451153358
0 GB_GCA_947304075.1 GB_GCA_947304075.1 0.000567994451153358
0 GB_GCA_001781915.1 GB_GCA_001781915.1 0.000567994451153358
0 GB_GCA_023264445.1 GB_GCA_023264445.1 0.000567994451153358
0 GB_GCA_021836725.1 GB_GCA_021836725.1 0.000567994451153358
0 GB_GCA_021782685.1 GB_GCA_021782685.1 0.000567994451153358
0 GB_GCA_023898585.1 GB_GCA_023898585.1 0.000567994451153358
0 GB_GCA_021781935.1 GB_GCA_021781935.1 0.000567994451153358
0 GB_GCA_946638615.1 GB_GCA_946638615.1 0.000567994451153358
0 GB_GCA_017433245.1 GB_GCA_017433245.1 0.000567994451153358
0 GB_GCA_946616455.1 GB_GCA_946616455.1 0.000567994451153358
0 GB_GCA_017619315.1 GB_GCA_017619315.1 0.000567994451153358
0 GB_GCA_018971265.1 GB_GCA_018971265.1 0.000567994451153358
0 GB_GCA_017514905.1 GB_GCA_017514905.1 0.000567994451153358
0 GB_GCA_002135175.2 GB_GCA_002135175.2 0.00033589139686931963
0 GB_GCA_024691765.1 GB_GCA_024691765.1 0.00033589139686931963
0 GB_GCA_016290835.1 GB_GCA_016290835.1 0.00033589139686931963
0 GB_GCA_902573735.1 GB_GCA_902573735.1 0.00033589139686931963
0 GB_GCA_017615435.1 GB_GCA_017615435.1 0.00033589139686931963
0 RS_GCF_900143235.1 RS_GCF_900143235.1 0.00033589139686931963
0 GB_GCA_002710135.1 GB_GCA_002710135.1 0.00033589139686931963
0 GB_GCA_027028225.1 GB_GCA_027028225.1 0.000567994451153358
0 GB_GCA_022616215.1 GB_GCA_022616215.1 0.000567994451153358
0 GB_GCA_016286785.1 GB_GCA_016286785.1 0.000567994451153358
0 GB_GCA_017431745.1 GB_GCA_017431745.1 0.000567994451153358
0 GB_GCA_017506895.1 GB_GCA_017506895.1 0.000567994451153358
0 GB_GCA_017404335.1 GB_GCA_017404335.1 0.000567994451153358
0 GB_GCA_946548715.1 GB_GCA_946548715.1 0.000567994451153358
0 GB_GCA_029288865.1 GB_GCA_029288865.1 0.000567994451153358
0 GB_GCA_012744435.1 GB_GCA_012744435.1 0.00022513499036961018
0 GB_GCA_021778295.1 GB_GCA_021778295.1 0.000567994451153358
0 GB_GCA_017514675.1 GB_GCA_017514675.1 0.000567994451153358
0 GB_GCA_022841645.1 GB_GCA_022841645.1 0.000567994451153358
0 GB_GCA_017615445.1 GB_GCA_017615445.1 0.00022513499036961018
0 GB_GCA_905234485.1 GB_GCA_905234485.1 0.00022513499036961018
0 GB_GCA_017545485.1 GB_GCA_017545485.1 0.000567994451153358
0 GB_GCA_020632095.1 GB_GCA_020632095.1 0.000567994451153358
0 GB_GCA_027451665.1 GB_GCA_027451665.1 0.000567994451153358
0 GB_GCA_947166895.1 GB_GCA_947166895.1 0.000567994451153358
0 GB_GCA_017510075.1 GB_GCA_017510075.1 0.000567994451153358
0 GB_GCA_946538495.1 GB_GCA_946538495.1 0.000567994451153358
0 GB_GCA_017645955.1 GB_GCA_017645955.1 0.000567994451153358
0 GB_GCA_947302355.1 GB_GCA_947302355.1 0.000567994451153358
0 GB_GCA_001189095.1 GB_GCA_001189095.1 0.000567994451153358
0 GB_GCA_021812925.1 GB_GCA_021812925.1 0.000567994451153358
0 GB_GCA_027031875.1 GB_GCA_027031875.1 0.000567994451153358
0 GB_GCA_017536895.1 GB_GCA_017536895.1 0.000567994451153358
0 GB_GCA_017516075.1 GB_GCA_017516075.1 0.000567994451153358
0 GB_GCA_017406775.1 GB_GCA_017406775.1 0.000567994451153358
0 GB_GCA_017964025.1 GB_GCA_017964025.1 0.000567994451153358
0 GB_GCA_019744845.1 GB_GCA_019744845.1 0.000567994451153358
0 GB_GCA_009995385.1 GB_GCA_009995385.1 0.000567994451153358
0 GB_GCA_017510925.1 GB_GCA_017510925.1 0.000567994451153358
0 GB_GCA_017514025.1 GB_GCA_017514025.1 0.000567994451153358
0 GB_GCA_020632035.1 GB_GCA_020632035.1 0.000567994451153358
0 GB_GCA_017404795.1 GB_GCA_017404795.1 0.000567994451153358
0 GB_GCA_017404935.1 GB_GCA_017404935.1 0.000567994451153358
0 GB_GCA_016280905.1 GB_GCA_016280905.1 0.000567994451153358
0 GB_GCA_017406565.1 GB_GCA_017406565.1 0.000567994451153358
0 GB_GCA_030535695.1 GB_GCA_030535695.1 0.000567994451153358
0 GB_GCA_934699595.1 GB_GCA_934699595.1 0.000567994451153358
0 GB_GCA_017545525.1 GB_GCA_017545525.1 0.000567994451153358
0 GB_GCA_021784875.1 GB_GCA_021784875.1 0.000567994451153358
0 GB_GCA_024697865.1 GB_GCA_024697865.1 0.000567994451153358
0 GB_GCA_017404325.1 GB_GCA_017404325.1 0.000567994451153358
0 GB_GCA_018062165.1 GB_GCA_018062165.1 0.000567994451153358
0 GB_GCA_943359405.1 GB_GCA_943359405.1 0.000567994451153358
0 GB_GCA_017514125.1 GB_GCA_017514125.1 0.000567994451153358
0 GB_GCA_001781625.1 GB_GCA_001781625.1 0.000567994451153358
0 GB_GCA_018823385.1 GB_GCA_018823385.1 0.000567994451153358
0 GB_GCA_946414465.1 GB_GCA_946414465.1 0.000567994451153358
0 GB_GCA_030528995.1 GB_GCA_030528995.1 0.000567994451153358
0 GB_GCA_002350545.1 GB_GCA_002350545.1 0.000567994451153358
0 GB_GCA_017511865.1 GB_GCA_017511865.1 0.0005177488802175288
0 GB_GCA_001775445.1 GB_GCA_001775445.1 0.0005177488802175288
0 GB_GCA_017545505.1 GB_GCA_017545505.1 0.0005177488802175288
0 GB_GCA_020632015.1 GB_GCA_020632015.1 0.0005177488802175288
0 GB_GCA_023898565.1 GB_GCA_023898565.1 0.0005177488802175288
0 GB_GCA_020632075.1 GB_GCA_020632075.1 0.0005177488802175288
0 GB_GCA_947165975.1 GB_GCA_947165975.1 0.0005177488802175288
0 GB_GCA_002293845.1 GB_GCA_002293845.1 0.0005177488802175288
0 GB_GCA_017533605.1 GB_GCA_017533605.1 0.0005177488802175288
0 GB_GCA_028864875.1 GB_GCA_028864875.1 0.0005177488802175288
0 GB_GCA_027039745.1 GB_GCA_027039745.1 0.0005177488802175288
0 GB_GCA_017431725.1 GB_GCA_017431725.1 0.0005177488802175288
0 GB_GCA_020428685.1 GB_GCA_020428685.1 0.0005177488802175288
0 GB_GCA_017652105.1 GB_GCA_017652105.1 0.0005177488802175288
0 GB_GCA_001786825.1 GB_GCA_001786825.1 0.0005177488802175288
0 GB_GCA_007116965.1 GB_GCA_007116965.1 0.0005177488802175288
0 GB_GCA_023487965.1 GB_GCA_023487965.1 0.0005177488802175288
0 GB_GCA_020632135.1 GB_GCA_020632135.1 0.0004625087447499519
0 GB_GCA_016194455.1 GB_GCA_016194455.1 0.0004625087447499519
0 GB_GCA_017545585.1 GB_GCA_017545585.1 0.0004625087447499519
0 GB_GCA_017421685.1 GB_GCA_017421685.1 0.0004625087447499519
0 GB_GCA_017432225.1 GB_GCA_017432225.1 0.0004625087447499519
0 GB_GCA_903870235.1 GB_GCA_903870235.1 0.0004625087447499519
0 GB_GCA_017460625.1 GB_GCA_017460625.1 0.0004625087447499519
0 GB_GCA_018608435.1 GB_GCA_018608435.1 0.0004625087447499519
0 GB_GCA_017537745.1 GB_GCA_017537745.1 0.0004625087447499519
0 GB_GCA_022842585.1 GB_GCA_022842585.1 0.0004625087447499519
0 GB_GCA_028865095.1 GB_GCA_028865095.1 0.0004625087447499519
0 GB_GCA_002422025.1 GB_GCA_002422025.1 0.0004625087447499519
0 GB_GCA_030529135.1 GB_GCA_030529135.1 0.0004625087447499519
0 GB_GCA_021731405.1 GB_GCA_021731405.1 0.0004625087447499519
0 GB_GCA_017514045.1 GB_GCA_017514045.1 0.0004625087447499519
0 GB_GCA_946414345.1 GB_GCA_946414345.1 0.0004625087447499519
0 GB_GCA_020720815.1 GB_GCA_020720815.1 0.0004625087447499519
0 GB_GCA_022730015.1 GB_GCA_022730015.1 0.0004625087447499519
0 GB_GCA_020631995.1 GB_GCA_020631995.1 0.0004625087447499519
0 GB_GCA_021782175.1 GB_GCA_021782175.1 0.0004625087447499519
0 GB_GCA_011052355.1 GB_GCA_011052355.1 0.0004625087447499519
0 GB_GCA_020428585.1 GB_GCA_020428585.1 0.00044934068411676194
0 GB_GCA_028865615.1 GB_GCA_028865615.1 0.00044934068411676194
0 GB_GCA_017420185.1 GB_GCA_017420185.1 0.00044934068411676194
0 GB_GCA_902761145.1 GB_GCA_902761145.1 0.00044934068411676194
0 GB_GCA_947311625.1 GB_GCA_947311625.1 0.00044934068411676194
0 GB_GCA_009781895.1 GB_GCA_009781895.1 0.00044934068411676194
0 GB_GCA_021813835.1 GB_GCA_021813835.1 0.00044934068411676194
0 GB_GCA_001781415.1 GB_GCA_001781415.1 0.00044934068411676194
0 GB_GCA_002393165.1 GB_GCA_002393165.1 0.00044934068411676194
0 GB_GCA_001783525.1 GB_GCA_001783525.1 0.00044934068411676194
0 GB_GCA_019750255.1 GB_GCA_019750255.1 0.00044934068411676194
0 GB_GCA_009691465.1 GB_GCA_009691465.1 0.00044934068411676194
0 GB_GCA_943355135.1 GB_GCA_943355135.1 0.00044934068411676194
0 GB_GCA_017513905.1 GB_GCA_017513905.1 0.00044934068411676194
0 GB_GCA_023264475.1 GB_GCA_023264475.1 0.00044934068411676194
0 GB_GCA_017432365.1 GB_GCA_017432365.1 0.00044934068411676194
0 GB_GCA_002363125.1 GB_GCA_002363125.1 0.00044934068411676194
0 GB_GCA_017552385.1 GB_GCA_017552385.1 0.00044934068411676194
0 GB_GCA_950073265.1 GB_GCA_950073265.1 0.00044934068411676194
0 GB_GCA_949063825.1 GB_GCA_949063825.1 0.00044934068411676194
0 GB_GCA_011322135.1 GB_GCA_011322135.1 0.00044934068411676194
0 GB_GCA_001779595.1 GB_GCA_001779595.1 0.00044934068411676194
0 GB_GCA_028697455.1 GB_GCA_028697455.1 0.00038175978350069094
0 GB_GCA_903868845.1 GB_GCA_903868845.1 0.00038175978350069094
0 GB_GCA_017511645.1 GB_GCA_017511645.1 0.00038175978350069094
0 GB_GCA_903870315.1 GB_GCA_903870315.1 0.00038175978350069094
0 GB_GCA_009778015.1 GB_GCA_009778015.1 0.00038175978350069094
0 GB_GCA_028817035.1 GB_GCA_028817035.1 0.00038175978350069094
0 GB_GCA_023898525.1 GB_GCA_023898525.1 0.00038175978350069094
0 RS_GCF_004138395.1 RS_GCF_004138395.1 0.00038175978350069094
0 GB_GCA_013316435.1 GB_GCA_013316435.1 0.00038175978350069094
0 GB_GCA_017406745.1 GB_GCA_017406745.1 0.00033589139686931963
0 GB_GCA_017404685.1 GB_GCA_017404685.1 0.00033589139686931963
0 GB_GCA_938046735.1 GB_GCA_938046735.1 0.00033589139686931963
0 GB_GCA_001004665.1 GB_GCA_001004665.1 0.00033589139686931963
0 GB_GCA_903902315.1 GB_GCA_903902315.1 0.00033589139686931963
0 GB_GCA_937958235.1 GB_GCA_937958235.1 0.00033589139686931963
0 GB_GCA_017515285.1 GB_GCA_017515285.1 0.00033589139686931963
0 GB_GCA_023143935.1 GB_GCA_023143935.1 0.00033589139686931963
0 GB_GCA_001567365.1 GB_GCA_001567365.1 0.00033589139686931963
0 GB_GCA_947166295.1 GB_GCA_947166295.1 0.00033589139686931963
0 GB_GCA_017459705.1 GB_GCA_017459705.1 0.00033589139686931963
0 RS_GCF_004138405.1 RS_GCF_004138405.1 0.00033589139686931963
0 GB_GCA_903839715.1 GB_GCA_903839715.1 0.00033589139686931963
0 GB_GCA_017695095.1 GB_GCA_017695095.1 0.00022513499036961018
0 GB_GCA_017992505.1 GB_GCA_017992505.1 0.00033589139686931963
0 GB_GCA_943348815.1 GB_GCA_943348815.1 0.00033589139686931963
0 GB_GCA_018062385.1 GB_GCA_018062385.1 0.00033589139686931963
0 GB_GCA_913046815.1 GB_GCA_913046815.1 0.00033589139686931963
0 GB_GCA_947166125.1 GB_GCA_947166125.1 0.00033589139686931963
0 GB_GCA_001773575.1 GB_GCA_001773575.1 0.00033589139686931963
0 GB_GCA_017464135.1 GB_GCA_017464135.1 0.00033589139686931963
0 GB_GCA_001783565.1 GB_GCA_001783565.1 0.00033589139686931963
0 GB_GCA_017433855.1 GB_GCA_017433855.1 0.00033589139686931963
0 GB_GCA_017962365.1 GB_GCA_017962365.1 0.00033589139686931963
0 GB_GCA_905372495.1 GB_GCA_905372495.1 0.00033589139686931963
0 GB_GCA_902472425.1 GB_GCA_902472425.1 0.00022513499036961018
0 GB_GCA_017428725.1 GB_GCA_017428725.1 0.00022513499036961018
0 GB_GCA_017617035.1 GB_GCA_017617035.1 0.00022513499036961018
0 GB_GCA_018830415.1 GB_GCA_018830415.1 0.00022513499036961018
0 GB_GCA_015134075.1 GB_GCA_015134075.1 0.00022513499036961018
0 GB_GCA_024401895.1 GB_GCA_024401895.1 0.00022513499036961018
0 GB_GCA_927798505.1 GB_GCA_927798505.1 0.00022513499036961018
0 GB_GCA_013822025.1 GB_GCA_013822025.1 0.00022513499036961018
0 GB_GCA_902797435.1 GB_GCA_902797435.1 0.00022513499036961018
0 GB_GCA_902788175.1 GB_GCA_902788175.1 0.00022513499036961018
0 GB_GCA_017383945.1 GB_GCA_017383945.1 0.00022513499036961018
0 GB_GCA_934726455.1 GB_GCA_934726455.1 0.00022513499036961018
0 GB_GCA_002842735.1 GB_GCA_002842735.1 0.00022513499036961018
0 GB_GCA_946415265.1 GB_GCA_946415265.1 0.00033589139686931963
0 GB_GCA_028286835.1 GB_GCA_028286835.1 0.00033589139686931963
0 GB_GCA_903915735.1 GB_GCA_903915735.1 0.00033589139686931963
