model1,model2,Q_params correlation,state_freq correlation,Q_matrix correlation,Q_params distance,state_freq distance,Q_matrix distance
p__Acidobacteriota_200_2,p__Acidobacteriota_lt_100_2,0.9985463106027551,0.9977874209743778,0.9996355239940734,0.007710592210988395,0.009343992455048335,0.15452907188899132
p__Acidobacteriota_50_2,p__Acidobacteriota_250_2,0.9829437029457423,0.9902545066061172,0.9923809641011845,0.025403961661389654,0.02251258874496667,0.7160105817243567
p__Acidobacteriota_50_2,p__Acidobacteriota_200_2,0.9870495369035552,0.9936599702936011,0.9937546208286057,0.022025716535625357,0.018039773612770198,0.6441754812873731
p__Acidobacteriota_50_2,p__Acidobacteriota_50_2,1.0,1.0,0.9999999999999998,0.0,0.0,0.0
p__Acidobacteriota_50_2,p__Acidobacteriota_150_2,0.9933909720240403,0.9968370496689442,0.9968466313251879,0.01565329972835074,0.012275200690823754,0.44206446904745794
p__Acidobacteriota_50_2,p__Acidobacteriota_100_2,0.9962833311434339,0.9982090110933619,0.9982547652242725,0.011694486481572744,0.009519880724042716,0.3263678001334044
p__Acidobacteriota_50_2,p__Acidobacteriota_lt_250_3,0.9616420755231883,0.977342523585778,0.9865237503746473,0.039143283485820766,0.03811843916007055,1.0007662488776217
p__Acidobacteriota_50_2,p__Acidobacteriota_lt_160_2,0.9788810870398003,0.9864678782978841,0.9897217879517994,0.02807695444387955,0.023714303974605704,0.8062973074218448
p__Acidobacteriota_50_2,p__Acidobacteriota_lt_30_2,0.9991528249581859,0.9991748371682079,0.9997173061521236,0.00579818340657574,0.0054326080292986375,0.12726234661172486
p__Acidobacteriota_50_2,p__Acidobacteriota_lt_50_2,0.9964918881025682,0.9989095381545767,0.9987368696676304,0.011405266788853901,0.0084991237783668,0.28317722786883043
p__Acidobacteriota_50_2,p__Acidobacteriota_lt_100_2,0.9841338935662374,0.9915136813340923,0.993476749906702,0.02474768082711314,0.020454666093583637,0.6433781574959219
p__Acidobacteriota_150_2,p__Acidobacteriota_250_2,0.9969569711838563,0.9977163796338102,0.9987766024946517,0.010852381382724563,0.01109844223303433,0.30353616614170037
p__Acidobacteriota_150_2,p__Acidobacteriota_200_2,0.9985177876779564,0.9991893847925698,0.9992619344657069,0.007508649401644193,0.006583708833172989,0.23493397765081472
p__Acidobacteriota_150_2,p__Acidobacteriota_50_2,0.9933909720240403,0.9968370496689442,0.9968466313251879,0.01565329972835074,0.012275200690823754,0.44206446904745794
p__Acidobacteriota_150_2,p__Acidobacteriota_150_2,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_150_2,p__Acidobacteriota_100_2,0.9990150390115112,0.999595172486698,0.9996450551652855,0.006084309121703916,0.003980188563372341,0.14881646605477647
p__Acidobacteriota_150_2,p__Acidobacteriota_lt_250_3,0.9847997621704389,0.9900657388929641,0.9955072329914456,0.02510090493918193,0.026677222081768565,0.6135438061979708
p__Acidobacteriota_150_2,p__Acidobacteriota_lt_160_2,0.99431613649254,0.994284009036435,0.9972890365251361,0.014604164888785574,0.014892159648620477,0.4157298594736935
p__Acidobacteriota_150_2,p__Acidobacteriota_lt_30_2,0.9919749436776646,0.9962966222556582,0.995834472849813,0.01734100503903374,0.012564401935627502,0.5038447839667602
p__Acidobacteriota_150_2,p__Acidobacteriota_lt_50_2,0.9980619521633718,0.999060379543745,0.999240029027787,0.00848744890757142,0.005911267630551002,0.21358504205910217
p__Acidobacteriota_150_2,p__Acidobacteriota_lt_100_2,0.9967729305246569,0.9979232166240078,0.9988619916061762,0.011445012114294516,0.009854544687604806,0.26925072723836196
p__Acidobacteriota_100_2,p__Acidobacteriota_250_2,0.9940218132928309,0.99596198896779,0.9977151795725264,0.015179036294750084,0.014221158708065946,0.4075876571934504
p__Acidobacteriota_100_2,p__Acidobacteriota_200_2,0.9963888800252233,0.9980854153016097,0.9984005072383039,0.011720653972109562,0.009621273772219554,0.3389927200983994
p__Acidobacteriota_100_2,p__Acidobacteriota_50_2,0.9962833311434339,0.9982090110933619,0.9982547652242725,0.011694486481572744,0.009519880724042716,0.3263678001334044
p__Acidobacteriota_100_2,p__Acidobacteriota_150_2,0.9990150390115112,0.999595172486698,0.9996450551652855,0.006084309121703916,0.003980188563372341,0.14881646605477647
p__Acidobacteriota_100_2,p__Acidobacteriota_100_2,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_100_2,p__Acidobacteriota_lt_250_3,0.979176294310069,0.9866743078673061,0.9937746464988717,0.02923005230756245,0.029723521678966636,0.7105612682798228
p__Acidobacteriota_100_2,p__Acidobacteriota_lt_160_2,0.9912158131311285,0.9923135949023466,0.9959385634647985,0.018145070340828885,0.017312514490968666,0.5104419395643733
p__Acidobacteriota_100_2,p__Acidobacteriota_lt_30_2,0.995567016438145,0.9977616751403241,0.9974700222308077,0.012930936444302706,0.00980657396851725,0.3893423730779467
p__Acidobacteriota_100_2,p__Acidobacteriota_lt_50_2,0.9991424619313413,0.9997158076991404,0.9997569510371271,0.005670593407569583,0.003278405405071194,0.12001070484197417
p__Acidobacteriota_100_2,p__Acidobacteriota_lt_100_2,0.9945416183178831,0.9969149496033892,0.9980797193968528,0.014820142995892953,0.011993262942168828,0.3525828553324053
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_250_2,0.9945634052667817,0.9953473776836478,0.9987234870670604,0.015301353941271214,0.018195847658188397,0.3354268190114017
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_200_2,0.9917881925370854,0.9938862393696709,0.9982153227140974,0.018699027593165322,0.02120008641491822,0.3950644140384642
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_50_2,0.9616420755231883,0.977342523585778,0.9865237503746473,0.039143283485820766,0.03811843916007055,1.0007662488776217
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_150_2,0.9847997621704389,0.9900657388929641,0.9955072329914456,0.02510090493918193,0.026677222081768565,0.6135438061979708
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_100_2,0.979176294310069,0.9866743078673061,0.9937746464988717,0.02923005230756245,0.029723521678966636,0.7105612682798228
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_lt_250_3,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_lt_160_2,0.9935452898873166,0.9892738475677744,0.9979594513473632,0.0167932553141536,0.025989755077722457,0.4194206301271244
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_lt_30_2,0.9587001900265371,0.9779333344856078,0.9850176047402692,0.04056044026974915,0.03720256749204281,1.04494772358684
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_lt_50_2,0.9763672787068041,0.9847270140735398,0.9926360621978239,0.03096007105364837,0.030776572664934613,0.7552314083303249
p__Acidobacteriota_lt_250_3,p__Acidobacteriota_lt_100_2,0.9932699284237577,0.9910778774604724,0.9979432943542784,0.01668636048306697,0.023535168896780832,0.4359700864556191
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_250_2,0.9982010466365852,0.9968434200740222,0.9991899969120206,0.00831281124847145,0.01168444132168928,0.22748027013098654
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_200_2,0.9974426054275954,0.9956633159674505,0.9989280313204489,0.00981560423340466,0.01301301406285262,0.2572553487649863
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_50_2,0.9788810870398003,0.9864678782978841,0.9897217879517994,0.02807695444387955,0.023714303974605704,0.8062973074218448
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_150_2,0.99431613649254,0.994284009036435,0.9972890365251361,0.014604164888785574,0.014892159648620477,0.4157298594736935
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_100_2,0.9912158131311285,0.9923135949023466,0.9959385634647985,0.018145070340828885,0.017312514490968666,0.5104419395643733
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_lt_250_3,0.9935452898873166,0.9892738475677744,0.9979594513473632,0.0167932553141536,0.025989755077722457,0.4194206301271244
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_lt_160_2,1.0,1.0,0.9999999999999998,0.0,0.0,0.0
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_lt_30_2,0.9762241823430533,0.9837191993707293,0.9878689324410344,0.029907158465955524,0.025455295460866296,0.8712582876819484
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_lt_50_2,0.9895226483933119,0.9899934683919842,0.9949458897902451,0.019811613627414026,0.019618291872637642,0.5643090739402786
p__Acidobacteriota_lt_160_2,p__Acidobacteriota_lt_100_2,0.9980255013180437,0.9972216693851306,0.9991236680434666,0.00893476991093722,0.010554303671962455,0.233619635521714
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_250_2,0.9806712815407999,0.9886911324951002,0.9909508512148889,0.027078842742314948,0.0232692679730154,0.7724891304194791
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_200_2,0.9852343952615026,0.9926126584037932,0.9924571524142816,0.023580417305864396,0.018561464489635512,0.7006030761351392
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_50_2,0.9991528249581859,0.9991748371682079,0.9997173061521236,0.00579818340657574,0.0054326080292986375,0.12726234661172486
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_150_2,0.9919749436776646,0.9962966222556582,0.995834472849813,0.01734100503903374,0.012564401935627502,0.5038447839667602
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_100_2,0.995567016438145,0.9977616751403241,0.9974700222308077,0.012930936444302706,0.00980657396851725,0.3893423730779467
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_lt_250_3,0.9587001900265371,0.9779333344856078,0.9850176047402692,0.04056044026974915,0.03720256749204281,1.04494772358684
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_lt_160_2,0.9762241823430533,0.9837191993707293,0.9878689324410344,0.029907158465955524,0.025455295460866296,0.8712582876819484
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_lt_30_2,0.9999999999999999,1.0,0.9999999999999998,0.0,0.0,0.0
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_lt_50_2,0.9963296165218964,0.998655121157258,0.998213871446301,0.011743367545153786,0.00833422491897117,0.3317172602635298
p__Acidobacteriota_lt_30_2,p__Acidobacteriota_lt_100_2,0.9826971131297516,0.9910707412068201,0.9922558348897381,0.02579612888786578,0.0203606173531158,0.6964595811375842
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_250_2,0.992306110310617,0.9945292092556405,0.9968880975340922,0.017120763979373132,0.015841380716339094,0.46201088775583304
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_200_2,0.9948986754216257,0.997106620268091,0.9976796455155681,0.013854598132570268,0.011197524324599615,0.39505389913700445
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_50_2,0.9964918881025682,0.9989095381545767,0.9987368696676304,0.011405266788853901,0.0084991237783668,0.28317722786883043
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_150_2,0.9980619521633718,0.999060379543745,0.999240029027787,0.00848744890757142,0.005911267630551002,0.21358504205910217
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_100_2,0.9991424619313413,0.9997158076991404,0.9997569510371271,0.005670593407569583,0.003278405405071194,0.12001070484197417
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_lt_250_3,0.9763672787068041,0.9847270140735398,0.9926360621978239,0.03096007105364837,0.030776572664934613,0.7552314083303249
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_lt_160_2,0.9895226483933119,0.9899934683919842,0.9949458897902451,0.019811613627414026,0.019618291872637642,0.5643090739402786
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_lt_30_2,0.9963296165218964,0.998655121157258,0.998213871446301,0.011743367545153786,0.00833422491897117,0.3317172602635298
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_lt_50_2,1.0,1.0,1.0,0.0,0.0,0.0
p__Acidobacteriota_lt_50_2,p__Acidobacteriota_lt_100_2,0.9931589938573159,0.9952608724702616,0.9974250821066788,0.01638927134287336,0.014214130082421514,0.40246238609420987
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_250_2,0.9986854036371254,0.9974809393892882,0.9995958790621321,0.007201261546869958,0.010170311352166173,0.17242722382636455
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_200_2,0.9985463106027551,0.9977874209743778,0.9996355239940734,0.007710592210988395,0.009343992455048335,0.15452907188899132
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_50_2,0.9841338935662374,0.9915136813340923,0.993476749906702,0.02474768082711314,0.020454666093583637,0.6433781574959219
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_150_2,0.9967729305246569,0.9979232166240078,0.9988619916061762,0.011445012114294516,0.009854544687604806,0.26925072723836196
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_100_2,0.9945416183178831,0.9969149496033892,0.9980797193968528,0.014820142995892953,0.011993262942168828,0.3525828553324053
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_lt_250_3,0.9932699284237577,0.9910778774604724,0.9979432943542784,0.01668636048306697,0.023535168896780832,0.4359700864556191
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_lt_160_2,0.9980255013180437,0.9972216693851306,0.9991236680434666,0.00893476991093722,0.010554303671962455,0.233619635521714
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_lt_30_2,0.9826971131297516,0.9910707412068201,0.9922558348897381,0.02579612888786578,0.0203606173531158,0.6964595811375842
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_lt_50_2,0.9931589938573159,0.9952608724702616,0.9974250821066788,0.01638927134287336,0.014214130082421514,0.40246238609420987
p__Acidobacteriota_lt_100_2,p__Acidobacteriota_lt_100_2,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0
